Устройство,Услуга,Цена,Гарантия,Производитель,Тип девайса
  iPhone 12 Pro Max,Замена сим-лотка,990.0,14.0,Apple,Смартфон
  iPhone 12 Pro Max,Замена слухового динамика,4690.0,90.0,Apple,Смартфон
  iPhone 12 Pro Max,Замена стекла задней крышки,8690.0,90.0,Apple,Смартфон
  iPhone 12 Pro Max,Замена стекла камеры,4590.0,90.0,Apple,Смартфон
  iPhone 12 Pro Max,Замена NFC антенны,7090.0,90.0,Apple,Смартфон
  iPhone 12 Pro Max,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 12 Pro Max,Пайка контроллера аккумулятора (устранение ошибки),2990.0,30.0,Apple,Смартфон
  iPhone 12 Pro Max,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Полировка стекла,6290.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Разбор / сбор,3290.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Ремонт с деталью клиента,3290.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Срочный ремонт,690.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Чистка динамика,2990.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Чистка сеточки верхнего микрофона,2990.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Чистка сеточки нижнего микрофона,2990.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Чистка сеточки полифонического динамика,2990.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Чистка сеточки фронтального микрофона и слухового динамика,2990.0,0.0,Apple,Смартфон
  iPhone 12 Pro Max,Чистка стекла основной камеры,2990.0,0.0,Apple,Смартфон
  iPhone 13,Замена дисплея в сборе - КОПИЯ A+,10990.0,90.0,Apple,Смартфон
  iPhone 13,Замена дисплея в сборе - КОПИЯ,8890.0,90.0,Apple,Смартфон
  iPhone 13,Замена дисплея в сборе - ORIG,17290.0,90.0,Apple,Смартфон
  iPhone 13,Замена стекла (переклейка дисплея),8490.0,90.0,Apple,Смартфон
  iPhone 13,Замена дисплея в сборе (оригинальная матрица),13790.0,90.0,Apple,Смартфон
  iPhone 13,Замена аккумулятора,6090.0,90.0,Apple,Смартфон
  iPhone 13,Замена аккумулятора - PLUS,6990.0,90.0,Apple,Смартфон
  iPhone 13,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 13,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone 13,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 13,Восстановление после попадания влаги,5990.0,0.0,Apple,Смартфон
  iPhone 13,Замена вибромотора,5090.0,90.0,Apple,Смартфон
  iPhone 13,Замена датчика освещения/приближения,4790.0,90.0,Apple,Смартфон
  iPhone 13,Замена задней крышки в сборе,14390.0,90.0,Apple,Смартфон
  iPhone 13,Замена кнопки включения,4790.0,90.0,Apple,Смартфон
  iPhone 13,Замена кнопки переключения вибро,4790.0,90.0,Apple,Смартфон
  iPhone 13,Замена кнопок громкости,4790.0,90.0,Apple,Смартфон
  iPhone 13,Замена микрофона,4990.0,90.0,Apple,Смартфон
  iPhone 13,Замена основной камеры,6590.0,90.0,Apple,Смартфон
  iPhone 13,Замена передней камеры,4790.0,90.0,Apple,Смартфон
  iPhone 13,Замена полифонического динамика,4990.0,90.0,Apple,Смартфон
  iPhone 13,Замена разъема зарядки,4990.0,90.0,Apple,Смартфон
  iPhone 13,Замена сим-лотка,990.0,14.0,Apple,Смартфон
  iPhone 13,Замена слухового динамика,4990.0,90.0,Apple,Смартфон
  iPhone 13,Замена стекла задней крышки,8390.0,90.0,Apple,Смартфон
  iPhone 13,Замена стекла камеры,5090.0,90.0,Apple,Смартфон
  iPhone 13,Замена NFC антенны,6090.0,90.0,Apple,Смартфон
  iPhone 13,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 13,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 13,Пайка контроллера аккумулятора (устранение ошибки),2990.0,30.0,Apple,Смартфон
  iPhone 13,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone 13,Полировка стекла,6790.0,0.0,Apple,Смартфон
  iPhone 13,Разбор / сбор,4490.0,0.0,Apple,Смартфон
  iPhone 13,Ремонт с деталью клиента,4490.0,0.0,Apple,Смартфон
  iPhone 13,Чистка динамика,4190.0,0.0,Apple,Смартфон
  iPhone 13,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 13,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 13,Чистка сеточки верхнего микрофона,4190.0,0.0,Apple,Смартфон
  iPhone 13,Чистка сеточки нижнего микрофона,4190.0,0.0,Apple,Смартфон
  iPhone 13,Чистка сеточки полифонического динамика,4190.0,0.0,Apple,Смартфон
  iPhone 13,Чистка сеточки фронтального микрофона и слухового динамика,4190.0,0.0,Apple,Смартфон
  iPhone 13,Чистка стекла основной камеры,4190.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Замена дисплея в сборе - КОПИЯ A+,11090.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена дисплея в сборе - КОПИЯ,8590.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена дисплея в сборе - ORIG,19590.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена стекла (переклейка дисплея),7990.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена дисплея в сборе (оригинальная матрица),15890.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена аккумулятора,5890.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена аккумулятора - PLUS,6790.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Восстановление после попадания влаги,5990.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Замена вибромотора,5190.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена датчика освещения/приближения,4890.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена задней крышки в сборе,15290.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена кнопки включения,4890.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена кнопки переключения вибро,4890.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена кнопок громкости,4890.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена микрофона,5590.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена основной камеры,7090.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена передней камеры,4890.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена полифонического динамика,5590.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена разъема зарядки,5590.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена сим-лотка,990.0,14.0,Apple,Смартфон
  iPhone 13 Mini,Замена слухового динамика,5090.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена стекла задней крышки,8390.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена стекла камеры,5090.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Замена NFC антенны,6090.0,90.0,Apple,Смартфон
  iPhone 13 Mini,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 13 Mini,Пайка контроллера аккумулятора (устранение ошибки),2990.0,30.0,Apple,Смартфон
  iPhone 13 Mini,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Полировка стекла,6790.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Разбор / сбор,4490.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Ремонт с деталью клиента,4490.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Чистка динамика,4190.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Чистка сеточки верхнего микрофона,4190.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Чистка сеточки нижнего микрофона,4190.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Чистка сеточки полифонического динамика,4190.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Чистка сеточки фронтального микрофона и слухового динамика,4190.0,0.0,Apple,Смартфон
  iPhone 13 Mini,Чистка стекла основной камеры,4190.0,0.0,Apple,Смартфон
  iPhone 13 Pro,Замена дисплея в сборе - КОПИЯ,14590.0,90.0,Apple,Смартфон
  iPhone 13 Pro,Замена дисплея в сборе - ORIG,34590.0,90.0,Apple,Смартфон
  iPhone 13 Pro,Замена стекла (переклейка дисплея),12490.0,90.0,Apple,Смартфон
  iPhone 13 Pro,Замена дисплея в сборе (оригинальная матрица),30490.0,90.0,Apple,Смартфон
  iPhone 13 Pro,Замена аккумулятора,6190.0,90.0,Apple,Смартфон
  iPhone 13 Pro,Замена аккумулятора - PLUS,7190.0,90.0,Apple,Смартфон
  iPhone 13 Pro,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 13 Pro,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
